Dateiname	Sprachtyp	Level	URL	Verfasser_in 	Datum	Herausgeber_in	Überprüfung	Siegel	URL_Standard	Dateiname_Standard	Verfasser_in_Standard	Lizenz	Korpus	Textsorte	Herausgeber_in_anno	Kommentar_Textsorte
p_856_easy	Leicht	NA	http://rechtleicht.at/?p=423	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=423	p_856_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bildungseinrichtung	NA
p_857_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Teilzeit_arbeiten/teilzeit_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Teilzeit_arbeiten/teilzeit_node.html	p_857_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_858_plain	Einfach	NA	https://kurier.at/einfache-sprache/zu-wenige-plaetze-in-tierheimen/400135490	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/burgenland/tierheime-an-der-kapazitaetsgrenze/400133735	p_858_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_859_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Selbstaendig/selbstaendig_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Selbstaendig/selbstaendig_node.html	p_859_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_860_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Kindheit_Familie/Pflege_Kindern/pflege_kindern_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Kindheit_Familie/Pflege_Kindern/pflege_kindern_node.html	p_860_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_862_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Gesundh_Pflege/KV/kv_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Gesundh_Pflege/KV/kv_node.html	p_862_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_863_plain	Einfach	NA	https://kurier.at/einfache-sprache/ein-assistenz-hund-fuer-ein-maedchen-mit-down-syndrom/400137284	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/welttierschutztag-ein-besonderer-hund-fuer-ein-besonderes-maedchen-kind-mit-down-syndrom-bekommt/400135616	p_863_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_864_plain	Einfach	NA	https://kurier.at/einfache-sprache/florida-grosse-schaeden-durch-wirbelsturm-michael/400143911	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/welt/chaos-und-zerstoerung-hurrikan-michael-wuetet-in-florida/400142444	p_864_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_865_easy	Leicht	NA	http://rechtleicht.at/?p=422	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=422	p_865_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_866_plain	Einfach	NA	https://kurier.at/einfache-sprache/termin-zur-eroeffnung-vom-krankenhaus-nord-ist-fix/400143926	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/wien/krankenhaus-nord-detaillierter-uebersiedlungsplan-steht/400142543	p_866_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_868_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Finanzielles/finanzielles_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Finanzielles/finanzielles_node.html	p_868_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_869_easy	Leicht	NA	http://rechtleicht.at/?p=315	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=315	p_869_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_873_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Gesundh_Pflege/Pflege_Vers/pflege_vers_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Gesundh_Pflege/Pflege_Vers/pflege_vers_node.html	p_873_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_875_easy	Leicht	NA	http://rechtleicht.at/?p=329	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=329	p_875_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_876_easy	Leicht	NA	http://rechtleicht.at/?p=1455	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=1455	p_876_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_878_plain	Einfach	NA	https://kurier.at/einfache-sprache/olympische-winterspiele-14-medaillen-fuer-oesterreich/312.189.902	NA	2018	Kurier	NA	NA	https://kurier.at/kultur/star-wars-produzent-gary-kurtz-gestorben/400127492	p_878_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_881_plain	Einfach	NA	https://kurier.at/einfache-sprache/aenderungen-im-schulsystem-von-oesterreich/400137227	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/die-rueckkehr-der-leistungsgruppen-in-mittelschulen-ist-fix/400133780	p_881_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_882_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Renten_Pensionen_Schwerbh/renten_pensionen_schwerbh_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Renten_Pensionen_Schwerbh/renten_pensionen_schwerbh_node.html	p_882_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_883_plain	Einfach	NA	https://kurier.at/einfache-sprache/niki-lauda-geht-es-schon-besser/400147097	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/oesterreich/niki-lauda-koennte-intensivstation-bald-verlassen/400145738	p_883_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_884_plain	Einfach	NA	https://kurier.at/einfache-sprache/spoe-andreas-schieder-wird-kandidat-fuer-die-eu-parlaments-wahlen/400139678	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/spoe-bestimmt-bei-praesidiumsklausur-spitzenkandidaten-fuer-eu-wahl/400138718	p_884_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_885_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Gesundh_Pflege/Erwerbsminderung/erwerbsminderung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Gesundh_Pflege/Erwerbsminderung/erwerbsminderung_node.html	p_885_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_886_easy	Leicht	NA	http://rechtleicht.at/?p=386	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=386	p_886_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_887_easy	Leicht	NA	http://rechtleicht.at/?p=515	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=515	p_887_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_888_plain	Einfach	NA	https://kurier.at/einfache-sprache/sport-hilft-gegen-depressionen/400121498	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/wissen/gesundheit/sport-gegen-depressionen-wenig-ist-besser-als-gar-keine-bewegung/400035049	p_888_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_889_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Finanz_Leistungen/Pflege/pflege_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Finanz_Leistungen/Pflege/pflege_node.html	p_889_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_891_easy	Leicht	NA	http://rechtleicht.at/?p=278	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=278	p_891_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_892_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/ArbPl_sichern/arbpl_sichern_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/ArbPl_sichern/arbpl_sichern_node.html	p_892_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_893_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Sport/sport_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Sport/sport_node.html	p_893_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_895_easy	Leicht	NA	http://rechtleicht.at/?p=272	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=272	p_895_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_896_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Rente_Ruhestand/rente_ruhestand_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Rente_Ruhestand/rente_ruhestand_node.html	p_896_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_897_plain	Einfach	NA	https://kurier.at/einfache-sprache/stadt-wien-beschliesst-strengere-gesetze-fuer-hunde-haltung/400142786	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/wien/wien-verschaerft-gesetz-maulkorbpflicht-fuer-listenhunde/400141379	p_897_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_899_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Medien/medien_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Medien/medien_node.html	p_899_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_900_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Hilfsmittel/hilfsmittel_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Hilfsmittel/hilfsmittel_node.html	p_900_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_901_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Kunst_Kultur/kunst_kultur_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Kunst_Kultur/kunst_kultur_node.html	p_901_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_903_easy	Leicht	NA	http://rechtleicht.at/?p=274	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=274	p_903_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_904_easy	Leicht	NA	http://rechtleicht.at/?p=1443	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=1443	p_904_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_905_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Soziale_Leistungen/soziale_leistungen_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Soziale_Leistungen/soziale_leistungen_node.html	p_905_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_907_easy	Leicht	NA	http://rechtleicht.at/?p=333	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=333	p_907_standard	NA	CC BY-NC 4.0	WebCorpus	NA	Bundesregierung/Bundesbehörde	(fiktionaler) Briefwechsel
p_908_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Berufstaetigkeit/besch_foerdern_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Berufstaetigkeit/besch_foerdern_node.html	p_908_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_911_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Schule_Studium/Studieren/studieren_inhalt.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Schule_Studium/Studieren/studieren_inhalt.html	p_911_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_912_easy	Leicht	NA	http://rechtleicht.at/?p=396	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=396	p_912_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_913_plain	Einfach	NA	https://kurier.at/einfache-sprache/jugendliche-berichten-ueber-mobbing-in-ihrer-schulzeit/400122608	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/beschimpft-verspottet-ausgegrenzt-was-mobbing-mit-menschen-macht/400120652	p_913_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_914_plain	Einfach	NA	https://kurier.at/einfache-sprache/wenn-das-lernen-krank-macht/400137161	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/ausgebrannt-und-aufgeputscht-wenn-das-studium-krank-macht/400131203	p_914_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_915_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Arbeit_Alter/arbeit_alter_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Arbeit_Alter/arbeit_alter_node.html	p_915_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_916_plain	Einfach	NA	https://kurier.at/einfache-sprache/kinder-demonstrieren-gegen-den-handy-gebrauch-ihrer-eltern/400114928	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/kinder-demonstrierten-in-hamburg-gegen-handy-eltern/400113755	p_916_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_917_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Schwerbehinderung/Ausgleichsabgabe/ausgleichsabgabe_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Schwerbehinderung/Ausgleichsabgabe/ausgleichsabgabe_node.html	p_917_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_918_easy	Leicht	NA	http://rechtleicht.at/?p=430	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=430	p_918_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_919_plain	Einfach	NA	https://kurier.at/einfache-sprache/lindsey-vonn-hoert-mit-dem-skifahren-auf/400145987	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/sport/wintersport/lindsey-vonn-das-wird-meine-letzte-saison/400143599	p_919_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_921_easy	Leicht	NA	http://rechtleicht.at/?p=440	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=440	p_921_standard	NA	CC BY-NC 4.0	WebCorpus	Wahlprogramm/Parteiprogramm	Bundesregierung/Bundesbehörde	NA
p_927_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Neu_orientieren/neu_orientieren_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Neu_orientieren/neu_orientieren_node.html	p_927_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_928_easy	Leicht	NA	http://rechtleicht.at/?p=511	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=511	p_928_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_929_plain	Einfach	NA	https://kurier.at/einfache-sprache/eine-seltene-whisky-flasche-wurde-verkauft/400137134	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/genuss/seltene-whisky-flasche-fuer-fast-eine-million-euro-versteigert/400135955	p_929_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_931_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Kindheit_Familie/Kinderbetreuung/kinderbetreuung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Kindheit_Familie/Kinderbetreuung/kinderbetreuung_node.html	p_931_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_933_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Schwerbehinderung/Ausgleich/ausgleich_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Schwerbehinderung/Ausgleich/ausgleich_node.html	p_933_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_934_plain	Einfach	NA	https://kurier.at/einfache-sprache/schlaue-voegel-im-wiener-tiergarten-schoenbrunn/400136336	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/wien/schlaue-singvoegel-kolkraben-im-wiener-tiergarten-schoenbrunn/400134158	p_934_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_935_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Schwerbehinderung/Behindertenbeauftragter/behindertenbeauftragter_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Schwerbehinderung/Behindertenbeauftragte/behindertenbeauftragte_node.html	p_935_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_937_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Finanz_Leistungen/Leistungen_AG/leistungen_ag_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Finanz_Leistungen/Leistungen_AG/leistungen_ag_node.html	p_937_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_938_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Bauen_Wohnen/Wohn_Pflegeheime/wohn_pflegeheime_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Bauen_Wohnen/Wohn_Pflegeheime/wohn_pflegeheime_node.html	p_938_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_939_easy	Leicht	NA	http://rechtleicht.at/?p=426	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=426	p_939_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_942_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Schwerbehinderung/schwerbehinderung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Schwerbehinderung/schwerbehinderung_node.html	p_942_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_943_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Gesundh_Pflege/Unfallversicherung/unfallversicherung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Gesundh_Pflege/Unfallversicherung/unfallversicherung_node.html	p_943_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_944_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Mobil_Wohnort/mobil_wohnort_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Mobil_Wohnort/mobil_wohnort_node.html	p_944_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_945_plain	Einfach	NA	https://kurier.at/einfache-sprache/neuer-kettenbrief-von-momo-sorgt-fuer-aufregung/400130291	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/gruseliger-kettenbrief-von-momo-verunsichert-kinder-und-eltern/400129241	p_945_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_947_easy	Leicht	NA	http://rechtleicht.at/?p=1461	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=1461	p_947_standard	NA	CC BY-NC 4.0	WebCorpus	Publikationshinweis	Bundesregierung/Bundesbehörde	NA
p_948_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Bauen_Wohnen/Finanzielles/finanzielles_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Bauen_Wohnen/Finanzielles/finanzielles_node.html	p_948_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_949_easy	Leicht	NA	http://rechtleicht.at/?p=394	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=394	p_949_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_950_plain	Einfach	NA	https://kurier.at/einfache-sprache/hundehalter-aus-grossbritannien-demonstrierten-gegen-den-austritt-aus-der-eu/400144085	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/welt/wooferendum-hundehalter-demonstrierten-in-london-gegen-den-brexit/400138925	p_950_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_952_plain	Einfach	NA	https://kurier.at/einfache-sprache/immer-mehr-todesfaelle-beim-selfie-machen/400139699	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/immer-mehr-selfie-todesfaelle-forscher-untersuchen-tragisches-phaenomen/400136399	p_952_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_953_easy	Leicht	NA	http://rechtleicht.at/?p=1459	Verein Sapere Aude	2017	Bundesministerium für Bildung	SeiLais GesbR. Leicht Lesen – Texte besser verstehen	NA	http://rechtleicht.at/?p=1459	p_953_standard	NA	CC BY-NC 4.0	WebCorpus	NA	Bundesregierung/Bundesbehörde	Auszüge aus Wahlprogrammen
p_954_plain	Einfach	NA	https://kurier.at/einfache-sprache/jeden-donnerstag-wird-wieder-gegen-die-regierung-demonstriert/400137287	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/donnerstags-wird-wieder-demonstriert/400136390	p_954_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_957_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Arbeitslos/arbeitslos_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Arbeitslos/arbeitslos_node.html	p_957_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_958_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Mobil/mobil_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Mobil/mobil_node.html	p_958_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_959_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Werkstaetten/werkstaetten_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Werkstaetten/werkstaetten_node.html	p_959_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_960_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Wohnen_Alter/wohnen_alter_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Wohnen_Alter/wohnen_alter_node.html	p_960_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_961_plain	Einfach	NA	https://kurier.at/einfache-sprache/frau-wuenscht-sich-weniger-bearbeitete-fotos-im-internet/400136468	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/style/wie-eine-australierin-gegen-falsche-schoenheitsideale-kaempft/400128224	p_961_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
